Source,Title,Text
CFR,"Title 38. Pensions, Bonuses, and Veterans' Relief",Resides in a county (or similar entity utilized by the Bureau of the Census) with less than 7 persons per square mile (as determined by the most recent decennial Census); and
CFR,"Title 38. Pensions, Bonuses, and Veterans' Relief","VA has determined that the individual resided in a county (or similar entity utilized by the Bureau of the Census) with less than seven persons per square mile based on the most recent decennial census prior to relocation, and either:"
CFR,Title 40. Protection of Environment,"The average populations in the 2010 decennial census for each Gulf Coast State, rounded to the nearest whole number, are"
CFR,Title 40. Protection of Environment,"Appendix H to Part 122 - Counties With Unincorporated Urbanized Areas With a Population of 250,000 or More According to the 1990 Decennial Census by the Bureau of the Census"
CFR,Title 40. Protection of Environment,"40 CFR Appendix F_to_part_122 - Incorporated Places With Populations Greater Than 250,000 According to the 1990 Decennial Census by the Bureau of the Census"
CFR,Title 40. Protection of Environment,"Appendix G to Part 122 - Incorporated Places With Populations Greater Than 100,000 But Less Than 250,000 According to the 1990 Decennial Census by the Bureau of the Census"
CFR,Title 40. Protection of Environment,"Appendix I to Part 122 - Counties With Unincorporated Urbanized Areas Greater Than 100,000, But Less Than 250,000 According to the 1990 Decennial Census by the Bureau of the Census"
CFR,Title 40. Protection of Environment,Twenty percent (20%) based on the average population in the 2010 Decennial Census of coastal counties bordering the Gulf of Mexico within each Gulf Coast State.
CFR,Title 40. Protection of Environment,"Your small MS4 is located in an urbanized area as determined by the latest Decennial Census by the Bureau of the Census. (If your small MS4 is not located entirely within an urbanized area, only the portion that is within the urbanized area is regulated); or"
CFR,Title 40. Protection of Environment,"Located in an incorporated place with a population of 250,000 or more as determined by the 1990 Decennial Census by the Bureau of the Census(Appendix F of this part); or"
CFR,Title 40. Protection of Environment,"Located in an incorporated place with a population of 100,000 or more but less than 250,000, as determined by the 1990 Decennial Census by the Bureau of the Census (appendix G of this part); or"
CFR,Title 41. Public Contracts and Property Management,"Has an acquisition cost of $100,000 or less, provided that the transfer or retransfer does not include property situated in any area that is recognized as an urban area or place as identified by the most recent decennial census."
CFR,Title 41. Public Contracts and Property Management,"Space required by the Census Bureau in connection with conducting the decennial census (lease terms, including all options, limited to 5 years)."
CFR,Title 42. Public Health,"CMS will use the most recent population estimate data published by the U.S. Census Bureau to determine county definitions and population density. This analysis will be periodically revised, such as for updates to the decennial census data."
CFR,Title 42. Public Health,"CMS uses the most recent Population Estimate data published by the U.S. Census Bureau to determine county definitions and population density. This analysis will be periodically revised, such as for updates to the decennial census data."
CFR,Title 43. Public Lands: Interior,"Any area in Alaska that is within the boundaries of a census area used by the Secretary of Commerce in the decennial census, but that is not included within the boundaries of a governmental entity described under paragraph (1) of this definition; or"
CFR,Title 45. Public Welfare,"SAIPE means the Small Area Income and Poverty Estimates, a methodology developed by the Census Bureau to obtain more accurate estimates of poverty and income (including the number and percentage of children in poverty) at the State and county level between decennial censuses."
CFR,Title 47. Telecommunication,"Census tract. Statistical subdivisions of a county or equivalent entity that are updated prior to each decennial census as part of the Census Bureau's Participant Statistical Areas Program. Census tracts are defined by the United States Census Bureau and census tract maps can be found at http://www.census.gov. For purposes of this part, Census Tracts shall be defined as they were in the 2010 United States Census. The Commission may from time to time update this definition to reflect boundaries used in subsequent decennial Census definitions."
CFR,Title 47. Telecommunication,"For purposes of paragraph (a) of this section, significant overlap of a PCS licensed service area and CGSA(s) (as defined in § 22.911 of this chapter) or SMR service area(s) occurs when at least 10 percent of the population of the PCS licensed service area for the counties contained therein, as determined by the latest available decennial census figures as complied by the Bureau of the Census, is within the CGSA(s) and/or SMR service area(s)."
CFR,Title 47. Telecommunication,"For Auction No. 35, the population of individual BTA service areas will be based on the 1990 census. For auctions beginning after the start of Auction No. 35, the population of individual BTA service areas will be based on the most recent available decennial census."
CFR,Title 49. Transportation,The population of any municipality shall be deemed to be the highest figure shown for that municipality in any decennial census since (and including) the 1940 decennial census.
CFR,Title 49. Transportation,The population of any municipality shall be deemed to be the highest figure shown for that municipality in any decennial census since (and including) the 1940 decennial census.
CFR,Title 5. Administrative Personnel,"Notwithstanding any other provision in this part, the hiring of a Federal employee, whether in pay status or nonpay status, for a temporary, intermittent position with the decennial census has no effect on the amount of his/her Basic or Option B insurance, the withholdings or Government contribution for his/her insurance, or the determination of when 12 months in nonpay status ends."
CFR,Title 5. Administrative Personnel,"When an employee who is covered by FERS moves to a position listed in paragraph (a) of this section without a break in service or after a separation of 3days or less, his or her FERS coverage will continue, except in the case of an employee hired by the Census Bureau under a temporary, intermittent appointment to perform decennial census duties."
CFR,Title 5. Administrative Personnel,"A temporary, intermittent decennial census worker."
CFR,Title 5. Administrative Personnel,"Exemption for financial interests of non-Federal government employers in the decennial census. An employee of the Bureau of the Census at the United States Department of Commerce, who is also an employee of a State, local, or tribal government, may participate in the decennial census notwithstanding the disqualifying financial interests of the employee's non-Federal government employer in the census provided that the employee:"
CFR,Title 5. Administrative Personnel," An employee hired by the Census Bureau under a temporary, intermittent appointment to perform decennial census duties."
CFR,Title 5. Administrative Personnel,"Notwithstanding any other provision in this part, the hiring of a Federal employee, whether in pay status or nonpay status, for a temporary, intermittent position with the decennial census has no effect on the withholding or Government contribution for his/her coverage or the determination of when 365 days in nonpay status ends."
CFR,Title 7. Agriculture,"The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data; and"
CFR,Title 7. Agriculture,An urbanized area means a densely populated territory as defined in the most recent decennial Census or other Agency-accepted data source if not defined in the most recent decennial Census.
CFR,Title 7. Agriculture,"Rural areas. Includes unincorporated areas and any city or town with a population not in excess of 10,000 inhabitants. The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data; and"
CFR,Title 7. Agriculture,An urbanized area means a densely populated territory as defined in the most recent decennial Census.
CFR,Title 7. Agriculture,"Rural areas. Includes any area not in a city or town with a population in excess of 10,000 inhabitants located in any of the fifty States, the Commonwealth of Puerto Rico, the Western Pacific Territories, Marshall Islands, Federated States of Micronesia, Republic of Palau, and the U.S. Virgin Islands. The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Rural and rural area means a city, town or unincorporated area that has a population of no more than 10,000 inhabitants. The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Rural area means any area, as confirmed by the most recent decennial Census of the United States (decennial Census), which is not located within: (1) A city, town, or incorporated area that has a population of greater than 20,000 inhabitants; or (2) An urbanized area contiguous and adjacent to a city or town that has a population of greater than 50,000 inhabitants. For purposes of the definition of rural area, an urbanized area means a densely populated territory as defined in the most recent decennial Census."
CFR,Title 7. Agriculture,"Rural area. For the purposes of this SEARCH program, any area not in a city or town with a population of 2,500 or fewer, according to the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Rural and rural areas means any area not in a city or town with a population in excess of 10,000 inhabitants. The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Rural areas. Includes unincorporated areas and any city or town with a population not in excess of 10,000 inhabitants located in any of the 50 States, the Commonwealth of Puerto Rico, the Western Pacific Territories, Marshall Islands, Federated States of Micronesia, Republic of Palau, and the U.S. Virgin Islands. The population figure is obtained from the most recent decennial Census of the United States. If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Rural area. Any area not in a city or town with a population in excess of 10,000, according to the most recent decennial Census of the United States. If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Assist any city or town with a population in excess of 10,000 inhabitants. The population figure is obtained from the most recent decennial Census. If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data. Facilities financed by RUS may be located in non-rural areas. However, loan and grant funds may be used to finance only that portion of the facility serving rural areas, regardless of facility location."
CFR,Title 7. Agriculture,"State's percentage of National average cost per unit. The data source for the criterion specified in paragraph (b)(1) of this section is the most recent decennial Census of the United States (decennial Census). The data source for the criterion specified in paragraph (b)(2) of this section is 5-year income data from the American Community Survey (ACS) or, if needed, other Census Bureau data. The data source for the criterion specified in paragraph (b)(3)of this section is the cost per unit data using the applicable maximum per unit dollar amount limitations under section 207(c) of the National Housing Act, which can be obtained from the Department of Housing and Urban Development. The percentage representing each criterion is multiplied by the weight assigned and totaled to arrive at a State factor."
CFR,Title 7. Agriculture,The Application must include information demonstrating that each community in the grant's proposed target area exceeds one or more of the RUS high energy cost community benchmarks to be eligible for assistance under this program. The smallest area that may be designated as a target area is a Census block according to the most recent decennial Census of the United States (decennial Census).
CFR,Title 7. Agriculture,"Rural and rural area. For fiscal year 1999, the terms “rural” and “rural area” include a city or town with a population of 20,000 or less inhabitants. There is no limitation placed on population in open rural areas. After fiscal year 1999, the terms “rural” and “rural area” include a city, town, or unincorporated area that has a population of 50,000 inhabitants or less, other than an urbanized area immediately adjacent to a city, town, or unincorporated area that has a population in excess of 50,000 inhabitants. The population figures are obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figures cannot be obtained from the most recent decennial Census, RD will determine the applicable population figures based on available population data."
CFR,Title 7. Agriculture,"Rural and rural area. Any area not in a city or town with a population in excess of 10,000 inhabitants. The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Rural and rural area. The terms “rural” and “rural area” mean a city, town, or unincorporated area that has a population of 50,000 inhabitants or less, other than an urbanized area immediately adjacent to a city, town, or unincorporated area that has a population in excess of 50,000 inhabitants. The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Rural area means any area of the United States, its territories and insular possessions (including any area within the Federated States of Micronesia, the Republic of the Marshall Islands, and the Republic of Palau) not included within the boundaries of any incorporated or unincorporated city, village or borough having a population exceeding 5,000 inhabitants. The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data. For purposes of the “rural area” definition, the character of an area is determined as of a time the initial loan for the system is made."
CFR,Title 7. Agriculture,Located in an eligible area of long-term population decline according to the last three decennial censuses (5 points);
CFR,Title 7. Agriculture,Located in a rural county that has had 20 percent or more of its population living in poverty based on the last three decennial censuses (10 points);
CFR,Title 7. Agriculture,"Rurality. Priority consideration may be given to proposals that serve smaller rural communities. Applications will be scored based on the population of the largest incorporated cities, towns or villages or census designated places included within the grant's proposed target area as determined using the population figures from the most recent decennial Census. If the applicable population figure cannot be based on the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Assessment of needs and potential beneficiaries. The application must provide estimates of the number, location and population of potentiallyeligible areas in the State and their estimated fuel needs and costs. The section must also describe the criteria used to identify eligible areas, including the characteristics that make fuel deliveries by surface transport impossible or impracticable. The description of beneficiary communities should provide a detailed breakdown of the density profile of the area to be served by eligible projects. Indicate to what extent persons in eligible areas live outside of communities of 2,500 persons or more, communities of 5,000 or more or outside of communities of 20,000 or more. All population estimates should be based on the most recent decennial Census of the United States. If the applicable population estimate cannot be based on the most recent decennial Census, RD will determine the applicable population figure based on available population data. All representations should be supported with exhibits such as maps, summary tables and references to official information sources."
CFR,Title 7. Agriculture,"Rural area means any area of the United States, its territories and possessions (including any area within the Federated States of Micronesia, the Republic of the Marshall Islands, and the Republic of Palau) not included within the boundaries of any incorporated or unincorporated city, village or borough having a population exceeding 5,000 inhabitants. The population figure is obtained from the most recent decennial Census of the United States. If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data. For purposes of the “rural area” definition, the character of an area is determined as of a time the initial loan for the system is made."
CFR,Title 7. Agriculture,"Decline in population for the county where the Project is physically located. If there has been a decline in population in the county where the Project will be located over the time period covered by the two most recent decennial Censuses to the present (or equivalent time frame if using a data source other than the decennial Census), Rural Development will award 10 points."
CFR,Title 7. Agriculture,"State's percentage of National rural families with incomes below the poverty level. The data source for the first two of these criterion is the most recent decennial Census data. The data source for the third criterion is the 5-year data from the American Community Survey (ACS) or, if needed, other Census Bureau data. Each criterion is assigned a specific weight according to its relevance in determining need. The percentage representing each criterion is multiplied by the weight assigned and summed to arrive at a State factor (SF)."
CFR,Title 7. Agriculture," The data source for the first criterion is the most recent decennial Census data. The data source for the second criterion is the 5-year data from the American Community Survey (ACS) or, if needed, other Census Bureau data. Each criterion is assigned a specific weight according to its relevance in determining need. The percentage representing each criterion is multiplied by the weight factor and summed to arrive at a State factor (SF)."
CFR,Title 7. Agriculture,"The data source for the criteria specified in paragraphs (b)(1), (b)(2), and (b)(4) of this section is the most recent decennial Census. The data source for the criterion specified in paragraph (b)(3) of this section is 5-year income data from the American Community Survey (ACS) or, if needed, other Census Bureau data."
CFR,Title 7. Agriculture,"The data source for the criteria specified in paragraphs (b)(1) and (b)(2) of this section is the most recent decennial Census. The data source for the criteria specified in paragraph (b)(3) and (b)(4) of this section is 5-year income data from the American Community Survey (ACS) or, if needed, other Census Bureau data."
CFR,Title 7. Agriculture," State's percentage of the National number of rural households below 50 percent of area median income. The data source for the first criterion is the most recent decennial Census data. The data source for the second criterion is 5-year income data from the American Community Survey (ACS) or, if needed, other Census Bureau data. Each criterion is assigned a specific weight according to its relevance in determining need. The percentage representing each criterion is multiplied by the weight factor and summed to arrive at a basic State factor (SF)."
CFR,Title 7. Agriculture," State's percentage of the National number of rural households below 50 percent of area median income. The data source for the first two of these criteria is the most recent decennial Census data. The data source for the third criterion is the 5-year data from the American Community Survey (ACS) or, if needed, other Census Bureau data. Each criterion is assigned a specific weight according to its relevance in determining need. The percentage representing each criterion is multiplied by the weight factor and summed to arrive at a basic State factor (SF)."
CFR,Title 7. Agriculture,"The data source for the first criterion is the most recent decennial Census data. The data source for the second criterion is the 5-year data from the American Community Survey (ACS) or, if needed, other Census Bureau data. The data source for the third criterion is the most recent Bureau of Labor Statistics data. Each criterion is assigned a specific weight according to its relevance in determining need. The percentage representing each criterion is multiplied by the weight factor and summed to arrive at a State factor (SF). The SF cannot exceed 0.05."
CFR,Title 7. Agriculture,"The data source for the first criterion is the most recent decennial Census data. The data source for the second criterion is the 5-year data from the American Community Survey (ACS) or, if needed, other Census Bureau data. The data source for the third criterion is the most recent Bureau of Labor Statistics data. Each criterion is assigned a specific weight according to its relevance in determining need. The percentage representing each criterion is multiplied by the weight factor and summed to arrive at a State factor (SF). The SF cannot exceed 0.05."
CFR,Title 7. Agriculture,The population of the service area according to the most recent decennial Census was lower than that recorded by the previous decennial Census (or as equivalently determined using another data source if the other data source was used in determining whether the area was rural) by the following percentage:
CFR,Title 7. Agriculture,"Administrator's discretion. The Administrator may add to the list of designated places any place that is determined to have a compelling need for MFH, for example, a place that has had a substantial increase in population not reflected in the most recent decennial Census of the United States, or a place that has experienced a loss of affordable housing because of a natural disaster."
CFR,Title 7. Agriculture,Ten percent or more of the occupied housing units are substandard based on the most recent decennial Census of the United States.
CFR,Title 7. Agriculture,Census block means the smallest geographic entity for which the U.S. Census Bureau collects and tabulates decennial census information and which are defined by boundaries shown on census maps.
CFR,Title 7. Agriculture,"Rural Area means any area of a State not in a city or town that has a population of more than 50,000 inhabitants, according to the most recent decennial Census of the United States (decennial Census), or in the urbanized area contiguous and adjacent to a city or town that has a population of more than 50,000 inhabitants, and any area that has been determined to be “rural in character” by the Under Secretary for Rural Development, or as otherwise identified in this definition."
CFR,Title 7. Agriculture,"Urban Area means an area containing a city (or its equivalent), or any equivalent geographic area determined by the Census Bureau and adopted by the Secretary for purposes of this definition (about which the Secretary will publish a document in the Federal Register from time to time), which had a population of over 150,000 in the most recent decennial Census and the urbanized areas containing or adjacent to that city, both as determined by the Bureau of the Censusfor the most recent decennial Census."
CFR,Title 7. Agriculture,"Rural or rural area. Any area of a State not in a city or town that has a population of more than 50,000 inhabitants, according to the most recent decennial Census of the United States (decennial Census), and the contiguous and adjacent urbanized area, and any area that has been determined to be “rural in character” by the Under Secretary for Rural Development, or as otherwise identified in this definition. In determining which census blocks in an urbanized area are not in a rural area, the Agency will exclude any cluster of census blocks that would otherwise be considered not in a Rural Area only because the cluster is adjacent to not more than two census blocks that are otherwise considered not in a rural area under this definition."
CFR,Title 7. Agriculture,"Rural area(s) means any area, as confirmed by the latest decennial census of the Bureau of the Census, which is not located within: (i) A city, town, or incorporated area that has a population of greater than 20,000 inhabitants; or (ii) An urbanized area contiguous and adjacent to a city or town that has a population of greater than 50,000 inhabitants. For purposes of the definition of rural area, an urbanized area means a densely populated territory as defined in the latest decennial census of the U.S. Census Bureau."
CFR,Title 7. Agriculture,Long-term. The period of time covered by the three most recent decennial censuses of the United States to the present.
CFR,Title 7. Agriculture,Population decline. Has experienced Long-Term population decline - 10 points as demonstrated by the latest three decennial censuses.
CFR,Title 7. Agriculture,"For the criterion specified in paragraph (a)(2)(i)(A), the most recent decennial Census data."
CFR,Title 7. Agriculture,"For the criterion specified in paragraph (a)(2)(i)(A), the most recent decennial Census data."
CFR,Title 7. Agriculture,"Rural or rural area. Any area of a State not in a city or town that has a population of more than 50,000 inhabitants, according to the most recent decennial Census of the United States, or in the urbanized area contiguous and adjacent to a city or town that has a population of more than 50,000 inhabitants, and any area that has been determined to be “rural in character” by the Under Secretary for Rural Development, or as otherwise identified in this definition."
CFR,Title 7. Agriculture,"Rural areas are any area of a State other than a city or town that has a population of greater than 50,000 inhabitants and any urbanized area contiguous and adjacent to such a city or town. In making this determination, the Agency will use the latest decennial census of the United States."
CFR,Title 7. Agriculture,"Rural and rural area - includes all the territory of a state that is not within the outer boundary of any city or town having a population of 50,000 or more and the urbanized area contiguous and adjacent to such city or town, as defined by the U.S. Bureau of the Census using the most recent decennial Census of the United States."
CFR,Title 7. Agriculture,"Census tract means a population census tract, or, if census tracts are not defined for the area, a block numbering area (BNA) as established by the Bureau of the Census, U.S. Department of Commerce. BNAs are areas delineated by state officials or (lacking state participation) by the Census Bureau, following Census Bureau guidelines, for the purpose of grouping and numbering decennial census blocks in counties or statistically equivalent entities in which census tracts have not been established. A BNA is equivalent to a census tract in the Census Bureau's geographic hierarchy."
CFR,Title 7. Agriculture,"Any area classified as “rural” or a “rural area” prior to October 1, 1990, and determined not to be “rural” or a “rural area” as a result of data received from or after the 1990, 2000, or 2010 decennial census, and any area deemed to be a “rural area” at any time during the period beginning January 1, 2000, and ending December 31, 2010, shall continue to be so classified until the receipt of data from the decennial census in the year 2020, if such area has a population in excess of 10,000 but not in excess of 35,000, is rural in character, and has a serious lack of mortgage credit for lower and moderate-income families."
CFR,Title 7. Agriculture,"For the criterion specified in paragraph (b)(2)(i)(A) of this section, the most recent decennial Census data."
CFR,Title 7. Agriculture,"Loans for water or waste disposal facilities will not be made to a city or town with a population in excess of 10,000 inhabitants. The population figure is obtained from the most recent decennial Census of the United States (decennial Census). If the applicable population figure cannot be obtained from the most recent decennial Census, RD will determine the applicable population figure based on available population data."
CFR,Title 7. Agriculture,"Loans for essential community facilities will not be made to a city or town with a population in excess of 20,000 inhabitants according to the most recent decennial Census."
CFR,Title 7. Agriculture,"The Agency will give funding priority to projects that provide a benefit to underserved communities in accordance with § 4279.166(b)(4)(i)(G). An underserved community is a community (including an urban or rural community and an Indian tribal community) that has limited access to affordable, healthy foods, including fresh fruits and vegetables, in grocery retail stores or farmer to consumer direct markets and that has either a high rate of hunger or food insecurity or a high poverty rate as reflected in the most recent decennial census or other Agency-approved census."
CFR,Title 7. Agriculture,"Rural or Rural Area. Any area of a State not in a city or town that has a population of more than 50,000 inhabitants, according to the most recent decennial Census of the United States, or in the urbanized area contiguous and adjacent to a city or town that has a population of more than 50,000 inhabitants, and any area that has been determined to be “rural in character” by the Under Secretary for Rural Development, or as otherwise identified in this definition."
CFR,Title 7. Agriculture,"Each applicant shall compare the diversity of its entire microloan portfolio to the demographic makeup of its service area (as determined by the most recent decennial Census for the State) based on the number of microloans made during the three years preceding the subject application. Demographic groups shall include gender, racial and ethnic minority status, and disability (as defined in The Americans with Disabilities Act). Points will be awarded on the basis of how close the MDO's microloan portfolio matches the demographic makeup of its service area. A maximum of 5 points will be awarded."
CFR,Title 7. Agriculture,"Rural area. An area classified as a rural area prior to October 1, 1990, (even if within a Metropolitan Statistical Area), and any area deemed to be a `rural area' under any other provision of law at any time during the period beginning January 1, 2000, and ending December 31, 2010, shall continue to be so classified until the receipt of data from the decennial census in the year 2020 if such area has a population exceeding 10,000, but not in excess of 35,000, is rural in character, and has a serious lack of mortgage credit for low- and moderate-income families."
CFR,Title 7. Agriculture,"Indexation. When current, annual data are not available to determine a State's nonmetropolitan household income for purposes of the calculations described in paragraph (d)(3)(iii) of this section, indexation of census data is necessary. The State Director will use the figure from the most recent decennial census of the United States, increased by a factor representing the increase since the year of that census in the Consumer Price Index (“CIP-U”). That factor shall be furnished annually by the National Office, Rural Development."
CFR,Title 8. Aliens and Nationality,"In the case of a rural area, evidence that the new commercial enterprise is principally doing business within a civil jurisdiction not located within any standard metropolitan statistical area as designated by the Office of Management and Budget, or within any city or town having a population of 20,000 or more as based on the most recent decennial census of the United States; or"
USC,Title 12. BANKS AND BANKING,"In addition to the powers now vested by law in national banking associations organized under the laws of the United States any such association located and doing business in any place the population of which does not exceed five thousand inhabitants, as shown by the last preceding decennial census, may, under such rules and regulations as may be prescribed by the Comptroller of the Currency, act as the agent for any fire, life, or otherinsurance company authorized by the authorities of the State in which said bank is located to do business in said State, by soliciting and selling insurance and collecting premiums on policies issued by such company; and may receive for services so rendered such fees or commissions as may be agreed upon between the said association and the insurance company for which it may act as agent: Provided, however, That no such bank shall in any case assume or guarantee the payment of any premium on insurance policies issued through its agency by its principal: And provided further, That thebank shall not guarantee the truth of any statement made by an assured in filing his application for insurance."
USC,Title 12. BANKS AND BANKING,"funds in the amount of at least $1 for every 2 people residing in the State (as of the last decennial census for which data have been released) are available and have been legally committed to contributions by the State to reserve funds, with such funds being available without time limit and without requiring additional legal action, except that such requirements shall not be construed to limit the authority of the State to take action at a later time that results in the termination of its obligation to enroll loans and make contributions to reserve funds;"
USC,Title 12. BANKS AND BANKING,"Apportionment of allocated amount among participating municipalities If the Secretary approves municipalities to be participating municipalities under this subsection, the Secretary shall apportion the full amount of the Federal funds that are allocated to that State to municipalities that are approved under this subsection in amounts proportionate to the population of those municipalities, based on the most recent available decennial census."
USC,Title 12. BANKS AND BANKING,"For purposes of this subsection, the term “rural area” means all territory of a State that is not within the outer boundary of any city or town having a population of more than 20,000 based on the latest decennial census of the United States."
USC,Title 13. CENSUS,"The Secretary shall, in the year 1980 and every 10 years thereafter, take a decennial census of population as of the first day of April of such year, which date shall be known as the “decennial census date”, in such form and content as he may determine, including the use of sampling procedures and special surveys. In connection with any such census, the Secretary is authorized to obtain such other census information as necessary."
USC,Title 13. CENSUS,"The officers or public bodies having initial responsibility for the legislative apportionment or districting of each State may, not later than 3 years before the decennial census date, submit to the Secretary a plan identifying the geographic areas for which specific tabulations of population are desired. Each such plan shall be developed in accordance with criteria established by the Secretary, which he shall furnish to such officers or public bodies not later than April 1 of the fourth year preceding the decennial census date. Such criteria shall include requirements which assure that such plan shall be developed in a nonpartisan manner. Should the Secretary find that a plan submitted by such officers or public bodies does not meet the criteria established by him, he shall consult to the extent necessary with such officers or public bodies in order to achieve the alterations in such plan that he deems necessary to bring it into accord with such criteria. Any issues with respect to such plan remaining unresolved after such consultation shall be resolved by the Secretary, and in all cases he shall have final authority for determining the geographic format of such plan. Tabulations of population for the areas identified in any plan approved by the Secretary shall be completed by him as expeditiously as possible after the decennial census date and reported to the Governor of the State involved and to the officers or public bodies having responsibility for legislative apportionment or districting of such State, except that such tabulations of population of each State requesting a tabulation plan, and basic tabulations of population of each other State, shall, in any event, be completed, reported, and transmitted to each respective State within one year after the decennial census date."
USC,Title 13. CENSUS,"in the administration of any program established by or under Federal law which provides benefits to State or local governments or to other recipients, eligibility for or the amount of such benefits would (without regard to this paragraph) be determined by taking into account data obtained in the most recent decennial census, and"
USC,Title 13. CENSUS,"comparable data is obtained in a mid-decade census conducted after such decennial census, then in the determination of such eligibility or amount of benefits the most recent data available from either the mid-decade or decennial census shall be used."
USC,Title 13. CENSUS,"With respect to each decennial and mid-decade census conducted under subsection (a) or (d) of this section, the Secretary shall submit to the committees of Congress having legislative jurisdiction over the census—"
USC,Title 13. CENSUS,"The 15 percent limitation contained in section 322 [1] of the Act of June 30, 1932 (47 Stat. 412) shall not apply to leases entered into by the Secretary for the purpose of carrying out the 1980 decennial census, but no lease may be entered into for such purpose at a rental in excess of 105 percent of the appraised fair annual rental of the leased premises, or a proportionate part of the appraised fair annual rental in the case of a lease for less than a year."
USC,Title 13. CENSUS,"develop and publish a timetable for the Bureau to receive, review, and respond to submissions of information under paragraph (1) before the decennial census date; and"
USC,Title 13. CENSUS,"This section shall not apply with respect to any law of the United States which, for purposes of determining the amount of benefit received by State, county, or local units of general purpose government, provides that only population or population characteristics data obtained in the most recent decennial census may be used in such determination."
USC,Title 15. COMMERCE AND TRADE,"Authorization of annual payments; maximum amounts From these amounts, the Secretary is authorized to make an annual payment to each designated agency, participating institution, or person authorized to receive payments in support of each approved technical services program. Maximum amounts which may be paid to the States under this subsection shall be fixed in accordance with regulations which the Secretary shall promulgate and publish in the Federal Register from time to time, considering (1) population according to the last decennial census; (2) business, commercial, industrial and economic development and productive efficiency; and (3) technical resources."
USC,Title 15. COMMERCE AND TRADE,"Authorization of grants and contracts with States The Administrator is authorized to make grants to or to enter into contracts with any State for the purpose of contracting with small businesses to plant trees on land owned or controlled by such State or local government. The Administrator shall require as a condition of any grant (or amendment or modification thereof) under this section that the applicant also contribute to the project a sum equal to at least 25 per centum of a particular project cost from sources other than the Federal Government. Such non-Federal money may include inkind contributions, including the cost or value of providing care and maintenance for a period of three years after the planting of the trees, but shall not include any value attributable to the land on which the trees are to be planted, nor may any part of any grant be used to pay for land or land charges: Provided, That not less than one-half of the amounts appropriated under this section shall be allocated to each State, the District of Columbia, and the Commonwealth of Puerto Rico on the basis of the population in each area as compared to the total population in all areas as provided by the Census Bureau of the Department of Commerce in the annual population estimate or the decennial census, whichever is most current. The Administrator may give a priority in awarding the remaining one-half of appropriated amounts to applicants who agree to contribute more than the requisite 25 per centum, and shall give priority to a proposal to restore an area determined to be a major disaster by the President on a date not more than three years prior to the fiscal year for which the application is made."
USC,Title 15. COMMERCE AND TRADE,the date on which the Census Bureau publicly releases the first results from the 2010 decennial census; or
USC,Title 15. COMMERCE AND TRADE,"with respect to a census tract or nonmetropolitan county described in clause (i), for a period of not less than 8 years, beginning on the date the military installation undergoes final closure and ending on the date the Administrator makes a final determination as to whether or not to implement the applicable designation described in subparagraph (A) or (B) in accordance with the results of the decennial census conducted after the area was initially designated as a base closure area; and"
USC,Title 15. COMMERCE AND TRADE,"if such area was treated as a HUBZone at any time after 2010, until such time as the Administrator makes a final determination as to whether or not to implement the applicable designation described in subparagraph (A) or (B), after the 2020 decennial census."
